cluster_id	cluster_name	clusterlevel	first_cluster_name	top_markers	ncells	mean_nCount_RNA	mean_nFeature_RNA	mean_percent_mt	Female	Male	Siletti	Tadross	1C41i	3u5kk	buFpQ	eXCJJ	f5sVM	siletti_H18.30.002	siletti_H19.30.001	siletti_H19.30.002	TweV8	tzan2	znZv1	1C41i_A4	1C41i_A6	1C41i_A7	1C41i_A8	1C41i_R1	1C41i_R2	3u5kk_A.01	3u5kk_A.02	3u5kk_A.03	3u5kk_A.05	3u5kk_A.06	3u5kk_A.07	3u5kk_A.08	3u5kk_A.09	3u5kk_A.10	3u5kk_R.01	3u5kk_R.02	3u5kk_R.03	3u5kk_R.04	3u5kk_R.05	3u5kk_R.06	3u5kk_R.07	3u5kk_R.08	3u5kk_R.09	3u5kk_R.10	3u5kk_R.11	buFpQ_A1	buFpQ_A3	buFpQ_R1	buFpQ_R2	buFpQ_R3	eXCJJ_N2	eXCJJ_US2	f5sVM_ARHS2	siletti_10X190_5	siletti_10X190_6	siletti_10X192_7	siletti_10X192_8	siletti_10X193_3	siletti_10X193_4	siletti_10X203_7	siletti_10X203_8	siletti_10X360_7	siletti_10X360_8	siletti_10X362_3	siletti_10X362_4	siletti_10X362_5	siletti_10X362_6	siletti_10X376_5	siletti_10X376_6	siletti_10X380_5	siletti_10X380_6	siletti_10X380_7	siletti_10X380_8	siletti_10X389_1	siletti_10X389_2	siletti_10X392_3	siletti_10X392_4	TweV8_N1	TweV8_US1	tzan2_2	tzan2_5.1	tzan2_5.2	tzan2_5.3	tzan2_5.4	tzan2_N6.3	tzan2_US6.1	tzan2_US6.2	znZv1_1AS1CB	znZv1_1AS2CB	znZv1_1AS3CB	znZv1_1AS4CB	znZv1_1CB	znZv1_S1	znZv1_S10	znZv1_S11	znZv1_S1F	znZv1_S2	znZv1_S3	znZv1_S5	znZv1_S8	znZv1_S9
C2-47	C2-47 Post-2 GLU-2	C2	GLU-2	SIM1|LTBP1|CD36|TEX41|CCBE1	565	22747.75	5946.14	0.0612	0.35	99.65	88.5	11.5	0	0.18	0	0	0	24.07	36.46	27.96	0	0.18	11.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	10.8	12.04	0	0	0.71	0.53	0	0	16.28	15.04	13.1	13.81	0	0	0	0	0.35	0	0.53	0.18	2.65	2.48	0	0	0	0	0	0	0	0	0	0.18	0	0	1.42	0.71	1.06	0.88	0.88	0.18	0.88	4.07	0	0	0.18	0	0.18	0.71
C2-48	C2-48 Vascular	C2	Vascular	DCN|COL1A2|PDGFRB|EBF1|RBPMS	5023	3549.24	1749.82	1.1361	21.16	78.84	16.66	83.34	33.88	6.85	16.05	0.56	1.27	4.74	11.03	0.9	0.14	12.34	12.24	3.74	2.81	3.34	3.48	8.96	11.55	0.04	0.04	0.08	0.08	0.02	0.3	0.46	0.62	0.44	0.22	0.24	0.38	0.16	0.28	0.16	0.24	0.42	0.54	1.02	1.13	1.45	1.69	4.08	4.24	4.58	0.02	0.54	1.27	1.08	1	0.44	0.84	0.5	0.58	0.16	0.16	0.68	0.86	0.5	0.32	3.96	3.4	0.32	0.36	0.02	0.04	0.02	0	0.74	0.56	0.08	0.08	0.04	0.1	0.02	2.87	2.61	2.91	2.85	0.54	0.28	0.28	2.19	1.33	0.7	1.91	1.87	1.09	1.08	0.44	0.3	0.3	0.16	0.1	0.56	0.22
C2-49	C2-49 Immune Microglia	C2	Microglia	RASGEF1C|CX3CR1|HS3ST4|LNCAROD|P2RY12	22404	2766.15	1561.49	0.4403	42.62	57.38	14.38	85.62	20.2	27.63	7.96	0.3	1.18	4.83	8.11	1.45	0.08	13.42	14.85	3.84	3.57	3.98	4.25	2.52	2.04	0.17	0.24	0.25	0.24	0.13	2.4	3.06	3.57	3.46	0.27	0.31	0.48	0.42	0.42	0.31	0.39	2.13	2.62	3.42	3.36	0.01	0.01	2.32	2.71	2.91	0	0.29	1.18	0.69	0.6	0.6	0.49	0.79	0.9	0.41	0.35	0.75	0.59	0.77	0.64	2.49	2.44	0.31	0.35	0.01	0.01	0.01	0	0.22	0.22	0.33	0.41	0.01	0.07	4.22	0.69	0.83	0.88	0.94	2.2	1.81	1.86	2.3	1.67	2.01	2.3	2.34	0.96	1.12	0.58	0.08	0.4	0.6	0.11	0.17	0.21
C2-50	C2-50 Immune Macrophages	C2	Macrophages	MARCO|F13A1|SIGLEC1|CR1|LILRB5	601	3370.88	1717.98	0.4184	11.81	88.19	25.96	74.04	26.12	3	11.81	1.5	1	3.49	20.63	1.83	0.67	5.66	24.29	4.66	4.16	4.16	4.33	5.32	3.49	0.33	0	0	0	0	0.17	0.33	0	0.83	0	0.17	0	0.17	0	0	0	0.5	0.33	0.17	0	0.17	0	3.49	3.49	4.66	0	1.5	1	0.83	0.33	0	0	1.16	0.83	0.17	0.17	1.16	1.5	0.83	1	6.99	8.82	0.17	0.17	0	0	0	0	0.33	0.17	0.83	0.5	0.17	0.5	1	0.5	0.17	0.17	0.33	1.5	1	1	6.32	2.66	4.99	4.66	4.49	0.33	0.5	0.17	0.17	0	0	0	0	0
C2-51	C2-51 Immune Myocytes	C2	Myocytes	MYPN|TRDN|MYBPC2|BEST3|ASB5	44	3872.64	1651.68	0.3104	95.45	4.55	2.27	97.73	2.27	65.91	0	0	0	0	0	2.27	29.55	0	0	0	0	0	0	0	2.27	0	0	0	0	0	0	0	0	0	0	0	0	2.27	0	0	0	15.91	15.91	20.45	11.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2-52	C2-52 Immune Tcells	C2	Tcells	THEMIS|GRAP2|CD2|SKAP1|IL7R	602	2792.76	1553.47	0.7256	4.82	95.18	36.21	63.79	38.7	1	6.48	1	0.5	12.62	21.59	1.99	0.5	1.83	13.79	8.64	6.81	8.14	7.31	3.32	4.49	0	0	0	0	0	0	0.17	0.17	0	0	0	0	0	0	0	0	0.17	0.17	0.17	0.17	0	0	1.99	2.16	2.33	0	1	0.5	2.82	2.49	1.16	0.17	1.5	2.99	0.66	0.83	0.5	0.33	1.16	0.83	8.47	9.8	0.66	0.17	0	0	0	0	0.17	0.33	0	1.16	0	0.5	0	0	0	0	0	0.33	1.16	0.33	2.33	2.16	1.83	4.49	1.83	0	0.33	0.33	0	0.17	0	0.33	0	0
C2-4	C2-4 Ependymal	C2	Ependymal	CLIC6|CFAP157|CFAP299|C11orf88|PRLR	1458	5756.69	2428.71	1.2579	21.81	78.19	20.1	79.9	24.28	18.66	24.35	0.07	0.55	8.92	3.29	7.89	2.13	0.41	9.47	3.09	1.92	2.54	2.06	8.02	6.65	0	0.07	0.07	0.07	0	0.96	1.71	1.92	1.71	0.07	0.14	0.69	0.21	0.27	0.14	0.21	1.65	1.44	3.5	3.84	1.92	2.54	6.79	6.86	6.24	0	0.07	0.55	3.57	2.88	0	0.07	0.07	0.14	1.17	1.03	0.14	0.07	2.54	2.06	0.07	0.41	0	0.14	0.96	1.1	0.62	0.62	0.96	1.3	0.14	0.07	0.82	1.3	0	0.07	0	0.07	0	0.14	0.14	0	0.07	0	0	0	0	5.14	0.34	0	2.19	0.41	0.21	0	1.1	0
C2-5	C2-5 Oligo-Precursor-1	C2	Precursor-1	PDGFRA|BX284613.2|VCAN|KCNMB2|SORCS3	30747	3955.53	1951.53	0.287	55.83	44.17	10.98	89.02	8.08	42.16	3.81	1.03	2.69	6.61	3.02	1.35	0.72	9.23	21.31	1.43	1.49	1.74	1.63	1	0.79	0.32	0.45	0.48	0.51	0.3	5.3	6.73	8.21	7.78	0.16	0.26	0.18	0.34	0.28	0.27	0.33	1.65	2.84	2.94	2.83	0.08	0.03	1.06	1.26	1.38	0.02	1.01	2.69	0.95	1.05	1.13	1.05	0.73	0.68	0.49	0.53	0.37	0.44	0.49	0.47	0.55	0.57	0.15	0.14	0.08	0.11	0.11	0.08	0.17	0.2	0.2	0.24	0.06	0.66	2.92	0.69	0.56	0.56	0.64	1.56	1.22	1.08	1.82	2.11	1.88	2.65	1.59	0.47	3.07	2.25	0.07	2.14	1.71	0.19	0.15	1.19
C2-6	C2-6 Oligo-Precursor-2	C2	Precursor-2	ADAM33|GPR17|BMPER|PRICKLE1|SH3RF3	115	8152.68	2663.33	0.3362	44.35	55.65	36.52	63.48	7.83	33.04	6.09	0.87	2.61	14.78	12.17	9.57	3.48	4.35	5.22	3.48	0	0.87	0.87	1.74	0.87	0	0.87	1.74	0	0	0	0.87	1.74	2.61	0	0.87	0	0.87	0.87	0	0.87	0.87	5.22	9.57	6.09	1.74	2.61	0	1.74	0	0	0.87	2.61	1.74	0.87	4.35	5.22	0.87	0	0	1.74	0.87	0	5.22	4.35	0.87	2.61	0	0	0	0	0	0	4.35	1.74	0.87	0.87	0	3.48	1.74	0	0.87	0	0.87	0	0	0.87	0	0.87	0	0	0	0	0	1.74	0	0	2.61	0	0	0
C2-7	C2-7 Oligo-Mature-1	C2	Mature-1	KANK4|MBOAT1|RASGRF1|USH1C|COL18A1	63957	4378.13	1980.35	0.208	43.48	56.52	8.09	91.91	11.78	22.68	8.01	2.01	1.69	1.55	6.15	0.39	0.55	16.55	28.64	1.78	1.83	2.26	2.13	2.08	1.7	0.15	0.25	0.29	0.3	0.17	2.54	3.45	3.81	3.85	0.2	0.21	0.19	0.2	0.23	0.18	0.21	1.15	1.74	1.81	1.76	0.39	0.14	2.18	2.56	2.74	0.05	1.96	1.69	0.26	0.23	0.07	0.07	0.37	0.3	0.11	0.14	0.33	0.27	0.2	0.14	2.28	2.15	0.22	0.25	0.03	0.02	0	0	0.24	0.22	0.08	0.11	0.03	0.52	0.41	1.78	1.73	1.74	1.79	3.38	3.01	2.72	4.1	4.23	4.42	5.11	3.41	0.19	1.19	1.47	0.02	0.74	0.96	0.47	1.79	0.54
C2-8	C2-8 Oligo-Mature-2	C2	Mature-2	LAMA2|DYSF|ROR1|PLXDC2|SVEP1	80290	2841.03	1508.2	0.3743	43.4	56.6	7.23	92.77	15.7	28.46	8.69	2.8	0.73	3.61	3.23	0.38	0.79	10.61	24.98	2.6	2.87	3.62	3.42	1.8	1.38	0.13	0.21	0.24	0.26	0.12	2.37	3.13	3.95	3.57	0.26	0.38	0.22	0.38	0.43	0.29	0.32	2.59	3.72	3.07	2.84	0.15	0.06	2.51	2.82	3.16	0.06	2.74	0.73	0.24	0.22	0.33	0.3	0.82	0.91	0.41	0.38	0.63	0.55	0.17	0.15	0.09	0.11	0.49	0.5	0.02	0.03	0	0	0.21	0.21	0.2	0.24	0.06	0.73	1.82	0.74	0.69	0.68	0.83	1.84	2.14	1.87	4.31	4.2	4.48	5.13	3.45	0.4	1.24	0.71	0.02	0.23	0.23	0.17	0.11	0.31
C2-9	C2-9 Pre-1 GABA-8	C2	GABA-8	CA12|SH3RF2|CCDC88C|MEIS2|LPL	22440	10972.44	3490.57	0.4132	84.74	15.26	14.74	85.26	0.02	66.74	0.01	5.19	0.01	13.35	1.34	0.04	0.98	11.83	0.49	0.01	0	0	0	0	0	0	0	0.01	0.01	0	0.05	0.09	0.13	0.12	0.98	1.24	11.25	1.44	1.31	1.15	1.13	3.34	6.6	15.37	22.5	0	0	0	0	0	5.18	0	0.01	0.01	0.01	0.51	0.48	0	0	6.26	6.08	0.01	0.02	0	0	0	0	0.61	0.66	0.02	0.02	0	0	0.01	0	0.01	0.01	0.96	0.02	8.92	0.62	0.59	0.67	0.7	0.3	0.02	0.02	0.01	0.03	0.03	0.02	0.02	0	0.01	0	0.03	0.03	0.04	0	0.27	0
C2-10	C2-10 Pre-1 GABA-1	C2	GABA-1	CXCL13|CXCL14|FAM160A1|SLC25A48|BCL11B	9006	10563.71	3480.58	0.6023	65.28	34.72	32.25	67.75	0.01	38.53	0	4.66	0	26.89	5.32	0.03	4.77	17.31	2.47	0	0	0	0	0.01	0	0.01	0.07	0.01	0.01	0.01	0.16	0.18	0.3	0.19	0.4	0.63	1.55	0.51	0.74	0.44	0.67	2.69	5.49	11.29	13.18	0	0	0	0	0	4.6	0.07	0	0	0	1.18	1.04	0	0	12.82	11.85	0	0.01	0	0	0.01	0	2.53	2.68	0.01	0.02	0	0	0	0	0.07	0.02	4.53	0.24	10.74	1.15	0.95	0.9	0.97	2.25	0.16	0.19	0.04	0	0.01	0.04	0.06	0.01	0.03	0	0	0.02	0.02	0.02	2.19	0.01
C2-11	C2-11 Pre-1 GABA-2	C2	GABA-2	RXFP1|SEMA5B|FOXP2|EYA2|MEIS2	10593	11688.75	3639.96	0.563	68.09	31.91	31.39	68.61	0.01	43.49	0	3.56	0	26.08	5.3	0.01	2.61	18.43	0.51	0	0	0	0	0	0.01	0.01	0.04	0.06	0.06	0.03	0.37	0.41	0.56	0.53	0.57	0.66	3.02	0.8	0.72	0.76	0.94	2.48	4.98	11.35	15.16	0	0	0	0	0	3.55	0.01	0	0	0	2.03	2.07	0	0	10.83	11.16	0	0	0	0	0	0	2.54	2.7	0.01	0	0	0	0	0	0.04	0.02	2.61	0.01	13.28	0.83	0.81	0.93	0.84	1.49	0.15	0.08	0.01	0.01	0.01	0	0	0	0	0	0	0	0.04	0.08	0.37	0
C2-12	C2-12 Pre-1 GABA-3	C2	GABA-3	PRDM16|FREM2|PRDM16-DT|ZIC2|TRPC4	3698	13268.66	4115.26	0.4475	69.63	30.37	28.66	71.34	0.35	63.03	1.05	0.05	0	14.68	13.36	0.62	0.59	5.95	0.3	0.05	0.05	0.03	0.08	0.14	0	0.03	0.11	0.14	0.14	0.08	1.08	1.24	1.57	1.51	0.89	1.11	5.11	0.7	1.24	1	0.95	3.43	6.95	15.55	20.2	0	0	0.32	0.41	0.32	0.05	0	0	0	0.03	0.27	0.22	0	0	6.17	8	0	0.03	0.03	0.03	0.03	0	4.54	4.43	0.22	0.32	0	0.03	0	0	1.7	2.62	0.43	0.16	0.84	1.16	1.22	1.24	1.08	0.38	0.03	0	0	0	0	0	0	0.03	0	0	0	0.11	0.05	0	0.08	0.03
C2-13	C2-13 Pre-1 GABA-4	C2	GABA-4	LOXHD1|DRD2|ATP10A|MEIS2|SLC22A10	694	13814.33	3782.11	0.5892	82.71	17.29	17.29	82.71	0	59.94	0	8.93	0	15.85	1.44	0	1.44	12.39	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0.43	0.58	0.72	0.86	0.86	11.82	2.02	0.72	1.87	1.59	3.46	3.89	14.12	16.71	0	0	0	0	0	8.93	0	0	0	0	1.44	1.3	0	0	6.34	6.77	0	0	0	0	0	0	0.58	0.86	0	0	0	0	0	0	0	0	1.44	0	9.94	0.72	0.29	0.58	0.58	0	0.14	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2-14	C2-14 Pre-1 GABA-5	C2	GABA-5	FRMD7|ZEB2|TRDN|FAP|ROR1	766	7038.94	2571.57	0.4888	60.7	39.3	34.2	65.8	0.26	10.97	0.13	3.13	0	31.85	2.35	0	5.48	41.12	4.7	0.13	0	0.13	0	0	0	0	0	0	0	0	0.13	0.52	0.13	0.39	0.13	0	0.13	0	0	0.13	0.13	0.91	0.91	3	4.44	0	0	0	0.13	0	2.74	0.39	0	0	0	16.97	13.97	0	0	0.26	0.65	0.78	0.65	0	0	0.26	0.13	0	0.39	0	0	0	0	0	0	0	0.13	4.83	0.65	20.37	4.31	4.7	4.83	5.35	1.17	0.26	0.13	0	0	0	0	0.13	0	0	0	0	0	0	0	4.57	0
C2-15	C2-15 Pre-1 GABA-6	C2	GABA-6	PLEKHH2|NPY|C1QL1|PENK|MEIS2	280	13415.31	4082.31	0.5291	66.43	33.57	33.21	66.79	0	45.71	0	0.71	0	20.71	12.5	0	0.36	19.64	0.36	0	0	0	0	0	0	0.36	0	0	0	0	1.43	1.07	1.43	0	0	0.36	3.93	0	1.43	1.07	0.71	5.71	4.64	12.14	11.43	0	0	0	0	0	0.36	0.36	0	0	0	0	0.71	0	0	9.29	10.71	0	0	0	0	0	0	5.36	6.79	0	0	0	0	0	0	0.36	0	0.36	0	12.5	2.5	0.36	1.79	1.79	0.36	0	0.36	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0
C2-16	C2-16 Pre-1 GABA-7	C2	GABA-7	DCDC2C|SLC22A10|PENK|TMEM215|P2RY1	927	14390.92	4339.46	0.4033	45.95	54.05	54.05	45.95	0	43.8	0	0.86	0	19.42	34.63	0	0.43	0.86	0	0	0	0	0	0	0	0.11	0.22	0	0.11	0	0.43	0.65	0.97	0.86	0.54	0.76	1.08	1.08	1.4	0.32	0.86	3.56	5.07	12.73	13.05	0	0	0	0	0	0.86	0	0	0	0	0	0	0	0	10.79	8.63	0	0	0	0	0	0	16.4	18.23	0	0	0	0	0	0	0	0	0.43	0	0.11	0.11	0	0.22	0	0.32	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2-17	C2-17 Mid-1 GABA-1	C2	GABA-1	SATB2|SIX6|PRDM8|LHX1|PRLR	1222	9744.47	3519.79	0.3061	15.22	84.78	61.95	38.05	0	10.31	0	0	0	11.54	15.06	35.35	0.08	4.83	22.83	0	0	0	0	0	0	0.08	0.74	0.16	0.25	0.16	0.41	1.15	1.31	1.06	0.16	0.25	0.16	0.08	0	0.16	0	0.9	0.65	1.15	1.47	0	0	0	0	0	0	0	0	4.09	5.48	0	0	0	0	0.98	0.98	0.57	0.25	0	0.08	0.16	0.33	0.25	0.57	9.08	9.66	8.35	8.18	0.08	0.25	5.16	7.45	0.08	0	0	0	0.08	0	0	4.17	0.16	0.41	0	0	0	0	0	5.48	0.08	0	2.54	7.69	6.55	0	0.41	0.08
C2-18	C2-18 Mid-1 GABA-2	C2	GABA-2	ONECUT3|ONECUT1|COL4A6|PMFBP1|ZIC2	5594	14395.25	4450.57	0.3042	15.32	84.68	59.4	40.6	0.05	10.83	0	0	0	18.72	26.14	14.55	0.02	4.47	25.22	0	0	0.05	0	0	0	0.09	0.21	0.14	0.11	0.13	1.52	1.7	2	1.77	0.07	0.05	0.18	0.04	0.09	0.07	0.05	0.36	0.41	0.93	0.91	0	0	0	0	0	0	0	0	5.72	6.58	0	0	0	0	2.99	3.43	0.13	0.05	0	0	0.04	0.04	0.91	0.86	4.56	5.15	2.29	2.56	0	0	11.44	12.67	0.02	0	0.04	0	0	0.05	0	3.84	0.32	0.21	0	0.02	0	0.02	0.07	1.66	0.02	0.05	0.82	9.89	11.98	0.02	0.66	0.02
C2-19	C2-19 Mid-1 GABA-3	C2	GABA-3	NR2F1|SFRP1|NFIA|ECEL1|GAPDH	7511	9166.25	3463.62	0.4265	12.34	87.66	59.22	40.78	2.76	6.62	0.81	2.36	0.01	2.12	16.31	40.79	0.05	3.3	24.87	0.53	0.52	0.79	0.73	0.19	0	0.09	0.13	0.08	0.09	0.07	1.09	1.34	1.69	1.57	0	0.01	0	0.01	0.01	0	0	0	0.05	0.19	0.17	0.51	0.27	0	0	0.04	1.94	0.41	0.01	0.67	0.79	0	0	0.15	0.2	0.15	0.17	1.4	1.38	0.41	0.48	0	0	0.99	1.34	18.59	20.06	0.51	0.75	1.53	1.33	3.86	4.47	0.05	0	0.53	0.16	0.16	0.25	0.24	1.68	0.16	0.12	0.09	0.09	0.07	0.21	0.15	9.15	0.08	0.44	2.84	4.93	5.83	0.33	0.59	0.08
C2-20	C2-20 Mid-1 GABA-4	C2	GABA-4	HMX3|DLX1|RORB|TMEM114|HMCN1	3581	20874.38	5539.01	0.1831	18.18	81.82	72.41	27.59	0	16.42	0.06	0	0	25.83	31.58	15	0	1.76	9.35	0	0	0	0	0	0	0.14	0.2	0.22	0.2	0.2	1.56	2.35	2.93	2.18	0.03	0.14	0.5	0.14	0.14	0.06	0.06	0.61	0.7	1.68	2.4	0	0	0	0.06	0	0	0	0	0.78	0.73	0	0	0	0	12.31	12.01	0.03	0	0	0	0	0	4.97	4.72	6.39	8.01	0.17	0.42	0	0	10.16	11.7	0	0	0	0.06	0.11	0	0.06	1.34	0.2	0	0	0	0	0	0	0.53	0	0	0.36	4.5	3.83	0.03	0.08	0.03
C2-21	C2-21 Mid-1 GABA-5	C2	GABA-5	RORB|DLK1|NTS|HMX3|ECEL1	5314	11412.45	3993.16	0.3174	10.24	89.76	64.04	35.96	0.02	5.31	0	0	0	9.97	25.84	28.23	0	4.93	25.71	0.02	0	0	0	0	0	0.02	0.09	0.09	0.11	0.06	0.77	1.07	1.35	1.02	0.02	0.02	0.04	0	0	0	0	0.06	0.11	0.17	0.3	0	0	0	0	0	0	0	0	3.78	5.12	0	0	0.02	0	0.6	0.45	10.56	9.75	0.81	0.66	0.13	0.3	0.24	0.13	10.05	11.5	2.41	2.8	0.68	0.7	1.58	1.77	0	0	2.82	0.17	0.15	0.23	0.19	1.13	0.13	0.11	0.6	0.66	0.45	0.7	0.72	5.68	0.79	0.73	1.73	5.78	7.17	0.3	0.13	0.26
C2-22	C2-22 Mid-1 GABA-6	C2	GABA-6	GHRH|DLK1|SLC10A4|OTP|SIX6	4454	18494.96	4994.57	0.1405	4.65	95.35	82.02	17.98	0.02	3.14	0	0	0	24.79	30.38	26.85	0	1.5	13.31	0	0	0	0.02	0	0	0.02	0.02	0.02	0.13	0.02	0.29	0.52	0.58	0.72	0.02	0	0.02	0	0	0.04	0	0.09	0.13	0.22	0.27	0	0	0	0	0	0	0	0	11.67	13.04	0	0	0.04	0	0.02	0	12.8	10.48	1.62	1.3	0.58	0.74	0.04	0.02	2.81	3.03	9.14	8.96	0.29	0.36	2.2	2.85	0	0	0.07	0.02	0.04	0.07	0.07	1.12	0.09	0.02	0.38	0.34	0.18	0.54	0.27	2.38	0.09	1.39	0.74	2.9	3.73	0.02	0.2	0.16
C2-23	C2-23 Mid-1 GABA-7	C2	GABA-7	LEF1|NPSR1|PTGER3|RORB|ADAMTS6	1763	20755.73	5043.46	0.1594	3.52	96.48	79.92	20.08	0.06	1.3	0.06	0	0	6.75	29.55	43.62	0	2.21	16.45	0.06	0	0	0	0	0	0	0	0	0.06	0	0.28	0.34	0.23	0.23	0	0	0	0	0.06	0	0	0	0.06	0	0.06	0	0.06	0	0	0	0	0	0	3.4	3.23	0	0	0.06	0.06	0	0	11.68	10.1	12.99	12.88	0.06	0.11	0	0	6.75	7.2	1.7	2.1	3.8	3.57	0.17	0.06	0	0	1.87	0	0.11	0	0	0.23	0	0	0.23	0.23	0.17	0.06	0.11	1.76	0.74	1.42	0.68	3.91	6.47	0.28	0.06	0.34
C2-24	C2-24 Mid-1 GABA-8	C2	GABA-8	IGF1|NXPH2|P2RY6|SST|KCNMB2	302	29186.47	6937.39	0.1624	29.14	70.86	63.25	36.75	2.65	24.17	4.64	0	2.32	0.33	59.93	2.98	0	2.65	0.33	0.33	0	0	0.33	1.99	0	1.32	0.33	0.33	0.99	0.33	5.63	2.98	5.96	5.96	0	0	0	0	0	0	0	0	0	0.33	0	0.99	0.99	0.99	0.99	0.66	0	0	2.32	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	27.48	31.79	0.99	0.66	0	1.32	0	0.33	0	0.33	0	0	0	0.99	0.66	0.66	0	0.33	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0
C2-25	C2-25 Pre-2 GABA-1	C2	GABA-1	CTXND1|LHX6|EGFR|NXPH2|SFRP1	2151	10701.75	3619.28	0.655	60.95	39.05	37.61	62.39	0.19	41.93	0	4	0.05	19.94	15.02	2.65	2	12.97	1.26	0	0	0.09	0.05	0.05	0	0.14	0.19	0.14	0.05	0.05	0.98	1.39	1.21	1.02	0.84	0.51	2.28	0.33	0.6	0.42	0.42	3.21	5.49	9.39	13.3	0	0	0	0	0	3.91	0.09	0.05	0.51	0.28	1.95	1.67	0.05	0.05	8.18	7.25	0.23	0.28	0.19	0	0	0	5.72	6.65	1.07	1.07	0.28	0.05	0.19	0.09	0.79	1.07	1.86	0.14	9.07	1.02	0.51	0.65	0.7	0.93	0.05	0.05	0.05	0	0	0.05	0.05	0	0.05	0	0.09	0.37	0.14	0.05	0.42	0
C2-26	C2-26 Pre-2 GABA-2	C2	GABA-2	LHX8|LHX6|SCGN|PLCH1|GRIK1	2332	20733.6	5483.51	0.2042	37.18	62.82	61.79	38.21	0.04	33.28	0	0	0	31.39	29.16	1.24	0.09	3.82	0.99	0	0	0.04	0	0	0	0.17	0.47	0.56	0.43	0.39	2.7	4.8	4.37	4.67	0.34	0.17	0.94	0.21	0.21	0.3	0.34	1.11	2.44	3.64	4.97	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	15.95	15.39	0	0	0	0	0	0	7.2	8.36	0.6	0.6	0	0.04	0	0	6.35	7.25	0.09	0	0.17	0.56	0.73	0.73	0.73	0.86	0	0.04	0	0	0	0	0.04	0	0	0	0.04	0.3	0.51	0.09	0	0
C2-27	C2-27 Pre-2 GABA-3	C2	GABA-3	LHX6|NPY|LHX8|SOX6|GBX1	2979	14859.36	4306.33	0.4197	74.05	25.95	25.08	74.92	0	55.45	0	0.23	0	12.89	11.92	0.27	0.13	18.23	0.87	0	0	0	0	0	0	0.13	0.47	0.44	0.23	0.13	2.05	3.26	3.36	3.89	0.5	0.54	4.23	0.81	0.87	0.57	0.74	2.38	5.07	10.54	15.24	0	0	0	0	0	0.23	0	0	0.1	0.03	0.5	0.4	0.07	0.03	6.04	5.71	0.54	0.2	0.07	0	0	0	3.73	3.56	0.17	0.03	0	0	0.44	0.54	1.34	1.58	0.13	0	2.45	3.69	3.39	3.63	4.16	0.81	0.03	0.07	0	0.03	0	0.03	0	0.03	0	0.07	0	0.1	0.17	0	0.37	0.07
C2-28	C2-28 Pre-2 CHOL-1	C2	CHOL-1	MEPE|SLC5A7|NGFR|SLC18A3|CHAT	1050	16193.38	4310.55	0.413	85.52	14.48	14.29	85.71	0.1	53.52	0.1	0.1	0	10.67	3.52	0.1	0.1	31.81	0	0	0	0	0	0.1	0	0	0.29	0.19	0.38	0	1.24	2.1	3.14	2.1	0.95	0.38	6.48	0.76	0.48	0.38	0.48	2	3.62	10.86	17.71	0	0	0	0.1	0	0.1	0	0	0	0	0.19	0.1	0	0	4.67	5.71	0	0	0	0	0	0	1.05	1.52	0	0	0	0.1	0	0	0.38	0.57	0.1	0	2.57	6.95	8	6.48	7.62	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2-29	C2-29 Pre-2 GABA-4	C2	GABA-4	LHX6|NR2F1|CYP19A1|SATB2|NPY	3331	17509.79	5249.52	0.1698	24.38	75.62	71.72	28.28	0	20.71	0.03	0.06	0	19.36	45.51	6.84	0	3.6	3.87	0	0	0	0	0	0	0.24	0.54	0.57	0.48	0.18	3.24	3.93	4.74	3.99	0	0.15	0.06	0.06	0	0.06	0.09	0.27	0.3	0.81	0.99	0	0	0	0	0.03	0.06	0	0	0.03	0.27	0.06	0.03	0	0	10.21	8.77	0	0.03	0.03	0	0	0	15.16	16.42	2.97	3.6	0.06	0.18	0	0	6.69	7.21	0	0	0.06	0.39	0.33	0.54	0.6	1.5	0.18	0	0	0	0	0.06	0	0.24	0.03	0.03	0.09	1.53	1.8	0.03	0.06	0
